#primaryIdentifier	secondaryIdentifier	type	chromosome	start	end
BARCSOYSSR_18_1867		potential_SSR	Gm18	56636712	56636741
BARCSOYSSR_18_1868		potential_SSR	Gm18	56701364	56701389
BARCSOYSSR_18_1869		potential_SSR	Gm18	56720516	56720537
BARCSOYSSR_18_1870		potential_SSR	Gm18	56721570	56721615
BARCSOYSSR_18_1871		potential_SSR	Gm18	56760706	56760731
BARCSOYSSR_18_1872		potential_SSR	Gm18	56774551	56774598
BARCSOYSSR_18_1873		potential_SSR	Gm18	56775785	56775814
BARCSOYSSR_18_1874		potential_SSR	Gm18	56784648	56784695
BARCSOYSSR_18_1875		potential_SSR	Gm18	56797313	56797366
BARCSOYSSR_18_1876		potential_SSR	Gm18	56804798	56804855
BARCSOYSSR_18_1877		potential_SSR	Gm18	56853296	56853351
BARCSOYSSR_18_1878		potential_SSR	Gm18	56907218	56907281
BARCSOYSSR_18_1879		potential_SSR	Gm18	56909985	56910050
BARCSOYSSR_18_1880		potential_SSR	Gm18	56910469	56910514
BARCSOYSSR_18_1881		potential_SSR	Gm18	56911095	56911116
BARCSOYSSR_18_1882		potential_SSR	Gm18	56989520	56989543
BARCSOYSSR_18_1883		potential_SSR	Gm18	57034837	57034889
BARCSOYSSR_18_1884		potential_SSR	Gm18	57054220	57054269
BARCSOYSSR_18_1885		potential_SSR	Gm18	57064089	57064110
BARCSOYSSR_18_1886		potential_SSR	Gm18	57064592	57064643
BARCSOYSSR_18_1887		potential_SSR	Gm18	57064843	57064888
BARCSOYSSR_18_1888		potential_SSR	Gm18	57076215	57076234
BARCSOYSSR_18_1889		potential_SSR	Gm18	57086328	57086349
BARCSOYSSR_18_1890		potential_SSR	Gm18	57086563	57086616
BARCSOYSSR_18_1891		potential_SSR	Gm18	57087193	57087212
BARCSOYSSR_18_1892		potential_SSR	Gm18	57132209	57132234
BARCSOYSSR_18_1893		potential_SSR	Gm18	57147727	57147746
BARCSOYSSR_18_1894		potential_SSR	Gm18	57149357	57149388
BARCSOYSSR_18_1895		potential_SSR	Gm18	57152453	57152484
BARCSOYSSR_18_1896		potential_SSR	Gm18	57161103	57161122
BARCSOYSSR_18_1897		potential_SSR	Gm18	57211945	57211964
BARCSOYSSR_18_1898		potential_SSR	Gm18	57255572	57255621
BARCSOYSSR_18_1899		potential_SSR	Gm18	57266247	57266274
BARCSOYSSR_18_1900		potential_SSR	Gm18	57282163	57282232
BARCSOYSSR_18_1901		potential_SSR	Gm18	57299966	57299995
BARCSOYSSR_18_1902		potential_SSR	Gm18	57319649	57319670
BARCSOYSSR_18_1903		potential_SSR	Gm18	57331151	57331202
BARCSOYSSR_18_1904		potential_SSR	Gm18	57333570	57333599
BARCSOYSSR_18_1905		potential_SSR	Gm18	57354466	57354499
BARCSOYSSR_18_1906		potential_SSR	Gm18	57362120	57362159
BARCSOYSSR_18_1907		potential_SSR	Gm18	57367319	57367345
BARCSOYSSR_18_1908		potential_SSR	Gm18	57367548	57367589
BARCSOYSSR_18_1909		potential_SSR	Gm18	57368599	57368652
BARCSOYSSR_18_1910		potential_SSR	Gm18	57373718	57373739
BARCSOYSSR_18_1911		potential_SSR	Gm18	57380944	57380973
BARCSOYSSR_18_1912		potential_SSR	Gm18	57397087	57397118
BARCSOYSSR_18_1913		potential_SSR	Gm18	57399770	57399793
BARCSOYSSR_18_1914		potential_SSR	Gm18	57404697	57404726
BARCSOYSSR_18_1915		potential_SSR	Gm18	57405466	57405489
BARCSOYSSR_18_1916		potential_SSR	Gm18	57435698	57435723
BARCSOYSSR_18_1917		potential_SSR	Gm18	57461408	57461445
BARCSOYSSR_18_1918		potential_SSR	Gm18	57484759	57484778
BARCSOYSSR_18_1919		potential_SSR	Gm18	57492184	57492203
BARCSOYSSR_18_1920		potential_SSR	Gm18	57540244	57540309
BARCSOYSSR_18_1921		potential_SSR	Gm18	57585638	57585697
BARCSOYSSR_18_1922		potential_SSR	Gm18	57603027	57603053
BARCSOYSSR_18_1923		potential_SSR	Gm18	57605966	57605993
BARCSOYSSR_18_1924		potential_SSR	Gm18	57629791	57629854
BARCSOYSSR_18_1925		potential_SSR	Gm18	57631979	57632026
BARCSOYSSR_18_1926		potential_SSR	Gm18	57637811	57637844
BARCSOYSSR_18_1927		potential_SSR	Gm18	57652069	57652112
BARCSOYSSR_18_1928		potential_SSR	Gm18	57655582	57655627
BARCSOYSSR_18_1929		potential_SSR	Gm18	57678425	57678444
BARCSOYSSR_18_1930		potential_SSR	Gm18	57684679	57684702
BARCSOYSSR_18_1931		potential_SSR	Gm18	57684679	57684702
BARCSOYSSR_18_1932		potential_SSR	Gm18	57713111	57713132
BARCSOYSSR_18_1933		potential_SSR	Gm18	57765179	57765198
BARCSOYSSR_18_1934		potential_SSR	Gm18	57830090	57830109
BARCSOYSSR_18_1935		potential_SSR	Gm18	57841314	57841347
BARCSOYSSR_18_1936		potential_SSR	Gm18	57846188	57846207
BARCSOYSSR_18_1937		potential_SSR	Gm18	57861694	57861717
BARCSOYSSR_18_1938		potential_SSR	Gm18	57861964	57861987
BARCSOYSSR_18_1939		potential_SSR	Gm18	57862708	57862729
BARCSOYSSR_18_1940		potential_SSR	Gm18	57902886	57902943
BARCSOYSSR_18_1941		potential_SSR	Gm18	57913381	57913448
BARCSOYSSR_18_1942		potential_SSR	Gm18	57940319	57940356
BARCSOYSSR_18_1943		potential_SSR	Gm18	57951059	57951116
BARCSOYSSR_18_1944		potential_SSR	Gm18	57952405	57952428
BARCSOYSSR_18_1945		potential_SSR	Gm18	57966148	57966199
BARCSOYSSR_18_1946		potential_SSR	Gm18	57967648	57967667
BARCSOYSSR_18_1947		potential_SSR	Gm18	57967787	57967848
BARCSOYSSR_18_1948		potential_SSR	Gm18	57970728	57970755
BARCSOYSSR_18_1949		SSR	Gm18	57972957	57972986
BARCSOYSSR_18_1950		potential_SSR	Gm18	58014285	58014304
BARCSOYSSR_19_0001		potential_SSR	Gm19	622283	622316
BARCSOYSSR_19_0002		potential_SSR	Gm19	585627	585660
BARCSOYSSR_19_0003		potential_SSR	Gm19	584471	584534
BARCSOYSSR_19_0004		potential_SSR	Gm19	583760	583789
BARCSOYSSR_19_0005		potential_SSR	Gm19	548696	548725
BARCSOYSSR_19_0006		potential_SSR	Gm19	545776	545829
BARCSOYSSR_19_0007		potential_SSR	Gm19	543445	543488
BARCSOYSSR_19_0008		potential_SSR	Gm19	518617	518636
BARCSOYSSR_19_0009		potential_SSR	Gm19	502187	502206
BARCSOYSSR_19_0010		potential_SSR	Gm19	495574	495595
BARCSOYSSR_19_0011		potential_SSR	Gm19	490547	490596
BARCSOYSSR_19_0012		potential_SSR	Gm19	488339	488366
BARCSOYSSR_19_0013		potential_SSR	Gm19	447371	447394
BARCSOYSSR_19_0014		potential_SSR	Gm19	446866	446909
BARCSOYSSR_19_0015		potential_SSR	Gm19	444254	444275
BARCSOYSSR_19_0016		potential_SSR	Gm19	441394	441437
BARCSOYSSR_19_0018		potential_SSR	Gm19	335354	335425
BARCSOYSSR_19_0019		potential_SSR	Gm19	331755	331818
BARCSOYSSR_19_0020		potential_SSR	Gm19	324314	324351
BARCSOYSSR_19_0021		potential_SSR	Gm19	323010	323039
BARCSOYSSR_19_0022		potential_SSR	Gm19	284192	284261
BARCSOYSSR_19_0023		SSR	Gm19	264337	264384
BARCSOYSSR_19_0024		potential_SSR	Gm19	262593	262638
BARCSOYSSR_19_0025		potential_SSR	Gm19	253323	253350
BARCSOYSSR_19_0026		potential_SSR	Gm19	239980	240021
BARCSOYSSR_19_0027		potential_SSR	Gm19	234419	234446
BARCSOYSSR_19_0028		potential_SSR	Gm19	228358	228389
BARCSOYSSR_19_0029		potential_SSR	Gm19	213599	213640
BARCSOYSSR_19_0030		potential_SSR	Gm19	203226	203277
BARCSOYSSR_19_0031		potential_SSR	Gm19	185877	185902
BARCSOYSSR_19_0032		potential_SSR	Gm19	170067	170120
BARCSOYSSR_19_0033		potential_SSR	Gm19	158715	158776
BARCSOYSSR_19_0034		potential_SSR	Gm19	150597	150616
BARCSOYSSR_19_0035		potential_SSR	Gm19	133088	133141
BARCSOYSSR_19_0036		potential_SSR	Gm19	131559	131582
BARCSOYSSR_19_0037		potential_SSR	Gm19	125339	125388
BARCSOYSSR_19_0038		potential_SSR	Gm19	100134	100163
BARCSOYSSR_19_0039		potential_SSR	Gm19	95968	95994
BARCSOYSSR_19_0040		potential_SSR	Gm19	73463	73498
BARCSOYSSR_19_0041		potential_SSR	Gm19	60122	60159
BARCSOYSSR_19_0042		potential_SSR	Gm19	641089	641148
BARCSOYSSR_19_0043		potential_SSR	Gm19	641361	641380
BARCSOYSSR_19_0044		potential_SSR	Gm19	641856	641919
BARCSOYSSR_19_0045		potential_SSR	Gm19	690322	690357
BARCSOYSSR_19_0047		potential_SSR	Gm19	690814	690877
BARCSOYSSR_19_0048		potential_SSR	Gm19	693678	693733
BARCSOYSSR_19_0049		potential_SSR	Gm19	722130	722149
BARCSOYSSR_19_0050		potential_SSR	Gm19	722561	722592
BARCSOYSSR_19_0051		potential_SSR	Gm19	731747	731796
BARCSOYSSR_19_0052		potential_SSR	Gm19	736634	736653
BARCSOYSSR_19_0053		potential_SSR	Gm19	736635	736654
BARCSOYSSR_19_0054		potential_SSR	Gm19	743443	743470
BARCSOYSSR_19_0055		potential_SSR	Gm19	767840	767875
BARCSOYSSR_19_0056		potential_SSR	Gm19	768713	768740
BARCSOYSSR_19_0057		potential_SSR	Gm19	773531	773580
BARCSOYSSR_19_0058		potential_SSR	Gm19	791882	791949
BARCSOYSSR_19_0059		potential_SSR	Gm19	805085	805138
BARCSOYSSR_19_0060		potential_SSR	Gm19	822748	822789
BARCSOYSSR_19_0061		potential_SSR	Gm19	827669	827706
BARCSOYSSR_19_0062		potential_SSR	Gm19	834621	834642
BARCSOYSSR_19_0063		potential_SSR	Gm19	840495	840550
BARCSOYSSR_19_0064		potential_SSR	Gm19	844402	844421
BARCSOYSSR_19_0065		potential_SSR	Gm19	866207	866244
BARCSOYSSR_19_0066		potential_SSR	Gm19	880309	880335
BARCSOYSSR_19_0067		potential_SSR	Gm19	898094	898137
BARCSOYSSR_19_0068		potential_SSR	Gm19	917544	917597
BARCSOYSSR_19_0069		potential_SSR	Gm19	920536	920567
BARCSOYSSR_19_0070		potential_SSR	Gm19	936589	936608
BARCSOYSSR_19_0071		potential_SSR	Gm19	952746	952777
BARCSOYSSR_19_0072		potential_SSR	Gm19	956867	956890
BARCSOYSSR_19_0073		potential_SSR	Gm19	1040151	1040194
BARCSOYSSR_19_0074		potential_SSR	Gm19	1051127	1051168
BARCSOYSSR_19_0075		potential_SSR	Gm19	1053591	1053612
BARCSOYSSR_19_0076		potential_SSR	Gm19	1125235	1125300
BARCSOYSSR_19_0077		potential_SSR	Gm19	1156037	1156072
BARCSOYSSR_19_0078		potential_SSR	Gm19	1172654	1172677
BARCSOYSSR_19_0079		potential_SSR	Gm19	1179490	1179555
BARCSOYSSR_19_0080		potential_SSR	Gm19	1207561	1207626
BARCSOYSSR_19_0081		potential_SSR	Gm19	1213434	1213503
BARCSOYSSR_19_0082		potential_SSR	Gm19	1228794	1228817
BARCSOYSSR_19_0083		potential_SSR	Gm19	1286820	1286885
BARCSOYSSR_19_0084		potential_SSR	Gm19	1297925	1297948
BARCSOYSSR_19_0085		potential_SSR	Gm19	1298565	1298660
BARCSOYSSR_19_0086		potential_SSR	Gm19	1309287	1309350
BARCSOYSSR_19_0087		potential_SSR	Gm19	1324119	1324160
BARCSOYSSR_19_0088		potential_SSR	Gm19	1334272	1334331
BARCSOYSSR_19_0089		potential_SSR	Gm19	1345557	1345642
BARCSOYSSR_19_0090		potential_SSR	Gm19	1349805	1349855
BARCSOYSSR_19_0091		potential_SSR	Gm19	1361050	1361095
BARCSOYSSR_19_0092		potential_SSR	Gm19	1370978	1371019
BARCSOYSSR_19_0093		potential_SSR	Gm19	1382078	1382099
BARCSOYSSR_19_0094		potential_SSR	Gm19	1391483	1391518
BARCSOYSSR_19_0095		potential_SSR	Gm19	1396203	1396240
BARCSOYSSR_19_0096		potential_SSR	Gm19	1402987	1403014
BARCSOYSSR_19_0097		potential_SSR	Gm19	1416421	1416444
BARCSOYSSR_19_0098		potential_SSR	Gm19	1522649	1522714
BARCSOYSSR_19_0099		potential_SSR	Gm19	1553308	1553333
BARCSOYSSR_19_0100		potential_SSR	Gm19	1570334	1570437
BARCSOYSSR_19_0101		potential_SSR	Gm19	1590898	1590919
BARCSOYSSR_19_0102		potential_SSR	Gm19	1623565	1623598
BARCSOYSSR_19_0103		potential_SSR	Gm19	1631057	1631100
BARCSOYSSR_19_0104		SSR	Gm19	1636160	1636249
BARCSOYSSR_19_0105		potential_SSR	Gm19	1637470	1637519
BARCSOYSSR_19_0106		potential_SSR	Gm19	1640577	1640616
BARCSOYSSR_19_0107		potential_SSR	Gm19	1643835	1643874
BARCSOYSSR_19_0108		potential_SSR	Gm19	1660089	1660108
BARCSOYSSR_19_0109		potential_SSR	Gm19	1674755	1674778
BARCSOYSSR_19_0110		SSR	Gm19	1678524	1678586
BARCSOYSSR_19_0111		potential_SSR	Gm19	1722432	1722455
BARCSOYSSR_19_0112		potential_SSR	Gm19	1734852	1734877
BARCSOYSSR_19_0113		potential_SSR	Gm19	1735839	1735860
BARCSOYSSR_19_0114		potential_SSR	Gm19	1756887	1756938
BARCSOYSSR_19_0115		potential_SSR	Gm19	1774205	1774262
BARCSOYSSR_19_0116		potential_SSR	Gm19	1784162	1784227
BARCSOYSSR_19_0117		potential_SSR	Gm19	1784569	1784594
BARCSOYSSR_19_0118		potential_SSR	Gm19	1798574	1798593
BARCSOYSSR_19_0119		potential_SSR	Gm19	1800358	1800395
BARCSOYSSR_19_0120		SSR	Gm19	1803548	1803589
BARCSOYSSR_19_0121		potential_SSR	Gm19	1821853	1821936
BARCSOYSSR_19_0122		potential_SSR	Gm19	1839748	1839803
BARCSOYSSR_19_0123		potential_SSR	Gm19	1847041	1847115
BARCSOYSSR_19_0124		potential_SSR	Gm19	1929990	1930015
BARCSOYSSR_19_0125		potential_SSR	Gm19	1979952	1979973
BARCSOYSSR_19_0126		potential_SSR	Gm19	1988753	1988797
BARCSOYSSR_19_0127		potential_SSR	Gm19	2012073	2012130
BARCSOYSSR_19_0128		potential_SSR	Gm19	2013955	2013984
BARCSOYSSR_19_0129		potential_SSR	Gm19	2041042	2041107
BARCSOYSSR_19_0130		potential_SSR	Gm19	2044776	2044821
BARCSOYSSR_19_0131		potential_SSR	Gm19	2052649	2052678
BARCSOYSSR_19_0132		SSR	Gm19	2059674	2059724
BARCSOYSSR_19_0133		potential_SSR	Gm19	2099406	2099441
BARCSOYSSR_19_0134		potential_SSR	Gm19	2131712	2131771
BARCSOYSSR_19_0135		potential_SSR	Gm19	2133595	2133632
BARCSOYSSR_19_0136		potential_SSR	Gm19	2145966	2146025
BARCSOYSSR_19_0137		potential_SSR	Gm19	2183323	2183342
BARCSOYSSR_19_0138		potential_SSR	Gm19	2185618	2185645
BARCSOYSSR_19_0139		potential_SSR	Gm19	2186275	2186300
BARCSOYSSR_19_0140		potential_SSR	Gm19	2191677	2191758
BARCSOYSSR_19_0141		potential_SSR	Gm19	2214232	2214257
BARCSOYSSR_19_0142		potential_SSR	Gm19	2223755	2223786
BARCSOYSSR_19_0143		potential_SSR	Gm19	2249179	2249238
BARCSOYSSR_19_0144		potential_SSR	Gm19	2261377	2261472
BARCSOYSSR_19_0145		potential_SSR	Gm19	2266856	2266881
BARCSOYSSR_19_0146		potential_SSR	Gm19	2272781	2272810
BARCSOYSSR_19_0147		potential_SSR	Gm19	2274567	2274608
BARCSOYSSR_19_0148		potential_SSR	Gm19	2274873	2274922
BARCSOYSSR_19_0149		potential_SSR	Gm19	2277097	2277128
BARCSOYSSR_19_0150		potential_SSR	Gm19	2278125	2278188
BARCSOYSSR_19_0151		potential_SSR	Gm19	2295752	2295783
BARCSOYSSR_19_0152		potential_SSR	Gm19	2302684	2302747
BARCSOYSSR_19_0153		potential_SSR	Gm19	2308892	2308957
BARCSOYSSR_19_0154		potential_SSR	Gm19	2316695	2316716
BARCSOYSSR_19_0155		potential_SSR	Gm19	2316850	2316897
BARCSOYSSR_19_0156		potential_SSR	Gm19	2317354	2317377
BARCSOYSSR_19_0157		potential_SSR	Gm19	2322239	2322258
BARCSOYSSR_19_0158		potential_SSR	Gm19	2333461	2333528
BARCSOYSSR_19_0159		potential_SSR	Gm19	2339726	2339793
BARCSOYSSR_19_0160		potential_SSR	Gm19	2356186	2356215
BARCSOYSSR_19_0161		potential_SSR	Gm19	2389556	2389595
BARCSOYSSR_19_0162		potential_SSR	Gm19	2402812	2402837
BARCSOYSSR_19_0163		potential_SSR	Gm19	2457385	2457404
BARCSOYSSR_19_0164		potential_SSR	Gm19	2474084	2474105
BARCSOYSSR_19_0165		potential_SSR	Gm19	2475270	2475291
BARCSOYSSR_19_0166		potential_SSR	Gm19	2476427	2476448
BARCSOYSSR_19_0167		potential_SSR	Gm19	2494438	2494459
BARCSOYSSR_19_0168		potential_SSR	Gm19	2497637	2497660
BARCSOYSSR_19_0169		potential_SSR	Gm19	2502525	2502544
BARCSOYSSR_19_0170		potential_SSR	Gm19	2534928	2534993
BARCSOYSSR_19_0171		potential_SSR	Gm19	2554359	2554378
BARCSOYSSR_19_0172		potential_SSR	Gm19	2559575	2559598
BARCSOYSSR_19_0174		potential_SSR	Gm19	2585418	2585465
BARCSOYSSR_19_0175		potential_SSR	Gm19	2597719	2597738
BARCSOYSSR_19_0176		potential_SSR	Gm19	2600545	2600566
BARCSOYSSR_19_0177		potential_SSR	Gm19	2623339	2623380
BARCSOYSSR_19_0178		potential_SSR	Gm19	2648302	2648325
BARCSOYSSR_19_0179		potential_SSR	Gm19	2648938	2648985
BARCSOYSSR_19_0180		potential_SSR	Gm19	2656857	2656922
BARCSOYSSR_19_0181		potential_SSR	Gm19	2657782	2657857
BARCSOYSSR_19_0182		potential_SSR	Gm19	2713457	2713524
BARCSOYSSR_19_0183		potential_SSR	Gm19	2780522	2780559
BARCSOYSSR_19_0184		potential_SSR	Gm19	2821962	2821985
BARCSOYSSR_19_0185		potential_SSR	Gm19	2827659	2827706
BARCSOYSSR_19_0186		potential_SSR	Gm19	2830380	2830407
BARCSOYSSR_19_0187		potential_SSR	Gm19	2865037	2865056
BARCSOYSSR_19_0188		potential_SSR	Gm19	2870765	2870820
BARCSOYSSR_19_0189		potential_SSR	Gm19	2872757	2872782
BARCSOYSSR_19_0190		potential_SSR	Gm19	2882806	2882831
BARCSOYSSR_19_0191		potential_SSR	Gm19	2888141	2888194
BARCSOYSSR_19_0192		potential_SSR	Gm19	2888387	2888463
BARCSOYSSR_19_0193		SSR	Gm19	2892741	2892776
BARCSOYSSR_19_0194		potential_SSR	Gm19	2905061	2905080
BARCSOYSSR_19_0195		potential_SSR	Gm19	2915188	2915223
BARCSOYSSR_19_0196		potential_SSR	Gm19	2944726	2944745
BARCSOYSSR_19_0197		potential_SSR	Gm19	2954358	2954387
BARCSOYSSR_19_0198		potential_SSR	Gm19	2956244	2956305
BARCSOYSSR_19_0199		potential_SSR	Gm19	2991004	2991027
BARCSOYSSR_19_0200		potential_SSR	Gm19	3000013	3000072
BARCSOYSSR_19_0201		potential_SSR	Gm19	3041485	3041526
BARCSOYSSR_19_0202		potential_SSR	Gm19	3044458	3044523
BARCSOYSSR_19_0203		potential_SSR	Gm19	3117575	3117614
BARCSOYSSR_19_0204		potential_SSR	Gm19	3166424	3166491
BARCSOYSSR_19_0205		potential_SSR	Gm19	3180890	3180913
BARCSOYSSR_19_0206		potential_SSR	Gm19	3205189	3205218
BARCSOYSSR_19_0207		potential_SSR	Gm19	3258498	3258549
BARCSOYSSR_19_0208		potential_SSR	Gm19	3259756	3259805
BARCSOYSSR_19_0209		potential_SSR	Gm19	3274883	3274906
BARCSOYSSR_19_0210		potential_SSR	Gm19	3291268	3291297
BARCSOYSSR_19_0211		potential_SSR	Gm19	3320143	3320192
BARCSOYSSR_19_0212		SSR	Gm19	3334137	3334186
BARCSOYSSR_19_0213		potential_SSR	Gm19	3365382	3365439
BARCSOYSSR_19_0214		potential_SSR	Gm19	3391773	3391820
BARCSOYSSR_19_0215		potential_SSR	Gm19	3397603	3397622
BARCSOYSSR_19_0216		potential_SSR	Gm19	3406377	3406428
BARCSOYSSR_19_0217		potential_SSR	Gm19	3418288	3418307
BARCSOYSSR_19_0218		potential_SSR	Gm19	3430580	3430609
BARCSOYSSR_19_0219		potential_SSR	Gm19	3441474	3441497
BARCSOYSSR_19_0220		potential_SSR	Gm19	3441619	3441645
BARCSOYSSR_19_0221		potential_SSR	Gm19	3462110	3462129
BARCSOYSSR_19_0222		potential_SSR	Gm19	3463379	3463424
BARCSOYSSR_19_0223		potential_SSR	Gm19	3471168	3471205
BARCSOYSSR_19_0224		potential_SSR	Gm19	3500287	3500313
BARCSOYSSR_19_0225		potential_SSR	Gm19	3508975	3508996
BARCSOYSSR_19_0226		potential_SSR	Gm19	3517701	3517738
BARCSOYSSR_19_0227		potential_SSR	Gm19	3518074	3518093
BARCSOYSSR_19_0228		potential_SSR	Gm19	3519057	3519100
BARCSOYSSR_19_0229		potential_SSR	Gm19	3520097	3520128
BARCSOYSSR_19_0230		potential_SSR	Gm19	3521454	3521513
BARCSOYSSR_19_0231		potential_SSR	Gm19	3563652	3563683
BARCSOYSSR_19_0232		potential_SSR	Gm19	3583349	3583378
BARCSOYSSR_19_0233		potential_SSR	Gm19	3588603	3588626
BARCSOYSSR_19_0234		potential_SSR	Gm19	3590865	3590888
BARCSOYSSR_19_0235		potential_SSR	Gm19	3592970	3592993
BARCSOYSSR_19_0236		potential_SSR	Gm19	3599974	3600041
BARCSOYSSR_19_0237		potential_SSR	Gm19	3646488	3646545
BARCSOYSSR_19_0238		potential_SSR	Gm19	3684593	3684620
BARCSOYSSR_19_0239		potential_SSR	Gm19	3691163	3691230
BARCSOYSSR_19_0240		potential_SSR	Gm19	3718885	3718946
BARCSOYSSR_19_0241		potential_SSR	Gm19	3727197	3727240
BARCSOYSSR_19_0242		potential_SSR	Gm19	3803867	3803904
BARCSOYSSR_19_0243		potential_SSR	Gm19	3827275	3827304
BARCSOYSSR_19_0244		potential_SSR	Gm19	3850174	3850197
BARCSOYSSR_19_0245		potential_SSR	Gm19	3853612	3853659
BARCSOYSSR_19_0246		potential_SSR	Gm19	3865853	3865904
BARCSOYSSR_19_0247		potential_SSR	Gm19	3892350	3892381
BARCSOYSSR_19_0248		potential_SSR	Gm19	3910333	3910394
BARCSOYSSR_19_0250		potential_SSR	Gm19	3997060	3997085
BARCSOYSSR_19_0251		potential_SSR	Gm19	4027095	4027140
BARCSOYSSR_19_0252		potential_SSR	Gm19	4034100	4034121
BARCSOYSSR_19_0253		potential_SSR	Gm19	4162723	4162776
BARCSOYSSR_19_0254		potential_SSR	Gm19	4172448	4172471
BARCSOYSSR_19_0255		potential_SSR	Gm19	4200618	4200643
BARCSOYSSR_19_0256		potential_SSR	Gm19	4231643	4231662
BARCSOYSSR_19_0257		SSR	Gm19	4244178	4244219
BARCSOYSSR_19_0258		potential_SSR	Gm19	4375817	4375862
BARCSOYSSR_19_0259		potential_SSR	Gm19	4421765	4421788
BARCSOYSSR_19_0260		potential_SSR	Gm19	4431255	4431293
BARCSOYSSR_19_0261		potential_SSR	Gm19	4458941	4458988
BARCSOYSSR_19_0262		potential_SSR	Gm19	4541038	4541057
BARCSOYSSR_19_0263		potential_SSR	scaffold_119	4598	4637
BARCSOYSSR_19_0264		potential_SSR	Gm19	4718703	4718724
BARCSOYSSR_19_0265		potential_SSR	Gm19	4779335	4779400
BARCSOYSSR_19_0266		potential_SSR	Gm19	4791899	4791930
BARCSOYSSR_19_0267		potential_SSR	Gm19	4828148	4828181
BARCSOYSSR_19_0268		potential_SSR	Gm19	4840936	4840977
BARCSOYSSR_19_0269		potential_SSR	Gm19	4862654	4862709
BARCSOYSSR_19_0270		potential_SSR	Gm19	4981498	4981523
BARCSOYSSR_19_0271		potential_SSR	Gm19	4993372	4993435
BARCSOYSSR_19_0272		potential_SSR	Gm19	5047669	5047688
BARCSOYSSR_19_0273		potential_SSR	Gm19	5134504	5134533
BARCSOYSSR_19_0274		potential_SSR	Gm19	5153803	5153840
BARCSOYSSR_19_0275		potential_SSR	Gm19	5176476	5176501
BARCSOYSSR_19_0276		potential_SSR	Gm19	5190997	5191016
BARCSOYSSR_19_0277		potential_SSR	Gm19	5232406	5232435
BARCSOYSSR_19_0278		potential_SSR	Gm19	5243272	5243291
BARCSOYSSR_19_0279		potential_SSR	Gm19	5271619	5271658
BARCSOYSSR_19_0280		potential_SSR	Gm19	5278133	5278162
BARCSOYSSR_19_0281		potential_SSR	Gm19	5287787	5287810
BARCSOYSSR_19_0282		potential_SSR	Gm19	5290255	5290276
BARCSOYSSR_19_0283		potential_SSR	Gm19	5314230	5314253
BARCSOYSSR_19_0284		potential_SSR	Gm19	5316413	5316480
BARCSOYSSR_19_0285		potential_SSR	Gm19	5329451	5329565
BARCSOYSSR_19_0286		potential_SSR	Gm19	5335433	5335486
BARCSOYSSR_19_0287		potential_SSR	Gm19	5347563	5347618
BARCSOYSSR_19_0288		potential_SSR	Gm19	5350942	5350979
BARCSOYSSR_19_0289		potential_SSR	Gm19	5353234	5353285
BARCSOYSSR_19_0290		potential_SSR	Gm19	5379655	5379720
BARCSOYSSR_19_0291		potential_SSR	Gm19	5404122	5404149
BARCSOYSSR_19_0292		potential_SSR	Gm19	5409828	5409863
BARCSOYSSR_19_0293		potential_SSR	Gm19	5422557	5422624
BARCSOYSSR_19_0294		potential_SSR	Gm19	5445598	5445693
BARCSOYSSR_19_0295		potential_SSR	Gm19	5446964	5447005
BARCSOYSSR_19_0296		potential_SSR	Gm19	5455265	5455322
BARCSOYSSR_19_0297		potential_SSR	Gm19	5496258	5496295
BARCSOYSSR_19_0301		potential_SSR	Gm19	5635369	5635398
BARCSOYSSR_19_0302		potential_SSR	Gm19	5648130	5648155
BARCSOYSSR_19_0303		potential_SSR	Gm19	5673422	5673539
BARCSOYSSR_19_0304		potential_SSR	Gm19	5680204	5680243
BARCSOYSSR_19_0305		potential_SSR	Gm19	5746946	5747011
BARCSOYSSR_19_0306		potential_SSR	Gm19	5763045	5763094
BARCSOYSSR_19_0307		potential_SSR	Gm19	5818748	5818801
BARCSOYSSR_19_0308		potential_SSR	Gm19	5819837	5819860
BARCSOYSSR_19_0309		potential_SSR	Gm19	5858999	5859042
BARCSOYSSR_19_0310		potential_SSR	Gm19	5913452	5913521
BARCSOYSSR_19_0311		potential_SSR	scaffold_457	1473	1496
BARCSOYSSR_19_0312		potential_SSR	Gm19	6421506	6421531
BARCSOYSSR_19_0313		potential_SSR	Gm19	6409553	6409576
BARCSOYSSR_19_0314		potential_SSR	Gm19	6405830	6405865
BARCSOYSSR_19_0315		potential_SSR	Gm19	6331182	6331241
BARCSOYSSR_19_0316		potential_SSR	Gm19	6325394	6325427
BARCSOYSSR_19_0317		potential_SSR	Gm19	6324751	6324790
BARCSOYSSR_19_0318		potential_SSR	Gm19	6322734	6322787
BARCSOYSSR_19_0319		potential_SSR	Gm19	6285519	6285538
BARCSOYSSR_19_0320		potential_SSR	Gm19	6271425	6271454
BARCSOYSSR_19_0321		potential_SSR	Gm19	6256144	6256197
BARCSOYSSR_19_0322		potential_SSR	Gm19	6236410	6236469
BARCSOYSSR_19_0323		potential_SSR	Gm19	6219315	6219392
BARCSOYSSR_19_0324		potential_SSR	Gm19	6147493	6147520
BARCSOYSSR_19_0325		potential_SSR	Gm19	6144193	6144212
BARCSOYSSR_19_0326		potential_SSR	Gm19	6127975	6128018
