#QTLName	Parent_1	Parent_2	TraitName	Journal	Year	Volume	Page	Title
Seed oil 42-20	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-21	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-22	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-23	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-24	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-25	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-26	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-27	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-28	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-29	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-3	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-30	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-31	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-32	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-33	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-34	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-35	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-36	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-37	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-38	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-39	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-4	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-5	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-6	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-7	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-8	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 42-9	R051415	R05638	Seed oil content	Plant Breeding				Unconditional and conditional QTL underlying the genetic interrelationships between soybean seed isoflavone, and protein or oil contents
Seed oil 43-1	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-10	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-11	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-12	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-13	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-14	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-15	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-16	HeFeng 47	HeiNong 44	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-17	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-18	HeFeng 47	HeiNong 44	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-19	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-2	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-20	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-21	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-22	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-23	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-24	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-25	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-26	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-27	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-28	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-29	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-3	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-30	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-31	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-32	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-33	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-34	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-35	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-4	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-5	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-6	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-7	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-8	HeFeng 47	HeiNong 37	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 43-9	DongNong 46	KenJian 23	Seed oil content	Plant Breeding				Identification of quantitative trait loci underlying seed protein and oil contents of soybean across multi-genetic backgrounds and environments
Seed oil 44-1	Lineage 69	Tucunare	Seed oil content	Genetics and Molecular Research				QTL mapping of soybean oil content for marker-assisted selection in plant breeding program
Seed oil 44-2	Lineage 69	Tucunare	Seed oil content	Genetics and Molecular Research				QTL mapping of soybean oil content for marker-assisted selection in plant breeding program
Seed oil 45-1	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-10	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-11	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-2	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-3	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-4	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-5	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-7	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 45-8	MD 96-5722	Spencer	Seed oil content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oil 5-1	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 5-2	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 5-3	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 5-4	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 5-5	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 5-6	Young	PI416937	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 6-1	PI97100	Coker237	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 6-2	PI97100	Coker237	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 6-3	PI97100	Coker237	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 6-4	PI97100	Coker237	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 6-5	PI97100	Coker237	Seed oil content	Theoretical and Applied Genetics	1996	93	649-657	RFLP loci associated with soybean seed protein and oil content across populations and locations
Seed oil 7-1	Peking	Essex	Seed oil content	Theoretical and Applied Genetics	1999	98	356-364	RFLP markers associated with soybean cyst nematode resistance and seed composition in a 'Peking' x 'Essex' population.
Seed oil 8-1	Minsoy	Archer	Seed oil content	Crop Science	1999	39	1642-1651	Genetics of soybean agronomic traits: I. Comparison of three related recombinant inbred populations
Seed oil 8-2	Minsoy	Archer	Seed oil content	Crop Science	1999	39	1642-1651	Genetics of soybean agronomic traits: I. Comparison of three related recombinant inbred populations
Seed oil 9-1	Noir 1	Archer	Seed oil content	Crop Science	1999	39	1642-1651	Genetics of soybean agronomic traits: I. Comparison of three related recombinant inbred populations
Seed oil 9-2	Noir 1	Archer	Seed oil content	Crop Science	1999	39	1642-1651	Genetics of soybean agronomic traits: I. Comparison of three related recombinant inbred populations
Seed oil 9-3	Noir 1	Archer	Seed oil content	Crop Science	1999	39	1642-1651	Genetics of soybean agronomic traits: I. Comparison of three related recombinant inbred populations
Seed oil plus protein 1-1	Charleston	Dongnong 594	Seed oil plus protein content		2007	6	399-405	QTL Analysis of Major Agronomic Traits in Soybean
Seed oil plus protein 1-2	Charleston	Dongnong 594	Seed oil plus protein content		2007	6	399-405	QTL Analysis of Major Agronomic Traits in Soybean
Seed oil plus protein 1-3	Charleston	Dongnong 594	Seed oil plus protein content		2007	6	399-405	QTL Analysis of Major Agronomic Traits in Soybean
Seed oil plus protein 1-4	Charleston	Dongnong 594	Seed oil plus protein content		2007	6	399-405	QTL Analysis of Major Agronomic Traits in Soybean
Seed oil plus protein 1-5	Charleston	Dongnong 594	Seed oil plus protein content		2007	6	399-405	QTL Analysis of Major Agronomic Traits in Soybean
Seed oil to protein ratio 1-1	PI27890	PI290136	Seed oil/protein ratio	Theor. Appl. Genet.	1994	88	486-489	Epistatic expression of quantitative trait loci (QTL) in soybean [Glycine max (L.) Merr.] determined by QTL association with RFLP alleles.
Seed oil to protein ratio 1-2	PI27890	PI290136	Seed oil/protein ratio	Theor. Appl. Genet.	1994	88	486-489	Epistatic expression of quantitative trait loci (QTL) in soybean [Glycine max (L.) Merr.] determined by QTL association with RFLP alleles.
Seed oleic 1-1	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 1-2	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 1-3	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 1-4	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 1-5	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 1-6	A81356022	PI468916	Seed oleic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed oleic 10-1	MD 96-5722	Spencer	Seed oleic acid content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oleic 10-2	MD 96-5722	Spencer	Seed oleic acid content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oleic 10-3	MD 96-5722	Spencer	Seed oleic acid content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed oleic 2-1	Essex	Williams	Seed oleic acid content	Journal of the American Oil Chemists Society	2004	81	1115-1118	Molecular mapping and identification of soybean fatty acid modifier quantitative trait loci
Seed oleic 2-2	Essex	Williams	Seed oleic acid content	Journal of the American Oil Chemists Society	2004	81	1115-1118	Molecular mapping and identification of soybean fatty acid modifier quantitative trait loci
Seed oleic 3-1	RG10	OX948	Seed oleic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed oleic 3-2	RG10	OX948	Seed oleic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed oleic 3-3	RG10	OX948	Seed oleic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed oleic 3-4	RG10	OX948	Seed oleic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed oleic 4-1	N87-984-16	TN93-99	Seed oleic acid content					Modifier QTL for fatty acid composition in soybean oil
Seed oleic 5-1	KF1	NN1138-2	Seed oleic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed oleic 5-2	KF1	NN1138-2	Seed oleic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed oleic 5-3	KF1	NN1138-2	Seed oleic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed oleic 6-1	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-10	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-11	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-12	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-2	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-3	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-4	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-5	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-6	N97-3363-3	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-7	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-8	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 6-9	N98-4445A	PI 423893	Seed oleic acid content					Mapping and Comparison of Quantitative Trait Loci for Oleic Acid Seed Content in Two Segregating Soybean Populations
Seed oleic 7-1	Keunolkong	Iksan10	Seed oleic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed oleic 7-2	Keunolkong	Iksan10	Seed oleic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed oleic 7-3	Keunolkong	Iksan10	Seed oleic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed oleic 7-4	Keunolkong	Iksan10	Seed oleic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed oleic 7-5	Keunolkong	Iksan10	Seed oleic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed oleic 8-1	HeFeng 25	Dongnong L-5	Seed oleic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed oleic 8-2	HeFeng 25	Dongnong L-5	Seed oleic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed oleic 8-3	HeFeng 25	Dongnong L-5	Seed oleic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed oleic 8-4	HeFeng 25	Dongnong L-5	Seed oleic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed oleic 9-1	Luheidou2	Nanhuizao	Seed linoleic acid content	Euphytica	NULL	NULL	NULL	Analysis of additive and epistatic quantitative trait loci underlying fatty acid concentrations in soybean seeds across multiple environments
Seed oleic 9-2	Luheidou2	Nanhuizao	Seed linoleic acid content	Euphytica	NULL	NULL	NULL	Analysis of additive and epistatic quantitative trait loci underlying fatty acid concentrations in soybean seeds across multiple environments
Seed oleic 9-3	Luheidou2	Nanhuizao	Seed linoleic acid content	Euphytica	NULL	NULL	NULL	Analysis of additive and epistatic quantitative trait loci underlying fatty acid concentrations in soybean seeds across multiple environments
Seed oligosaccharide 1-1	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-2	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-3	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-4	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-5	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-6	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-7	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 1-8	Keunolkong	Iksan 10	Seed soluble oligosaccharides					Quantitative Trait Loci Associated with Oligosaccharide and Sucrose Contents on Soybean (Glycine max L.)
Seed oligosaccharide 2-1	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-2	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-3	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-4	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-5	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-6	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed oligosaccharide 2-7	Keunolkong	Shinpaldalkong	Seed soluble oligosaccharides					Mapping of putative quantitative trait loci controlling the total oligosaccharide and sucrose content of Glycine max seeds
Seed palmitic 1-1	A81356022	PI468916	Seed palmitic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed palmitic 1-2	A81356022	PI468916	Seed palmitic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed palmitic 1-3	A81356022	PI468916	Seed palmitic acid content	J. Am. Oil Chemists Soc.	1992	69	1242-1247	Restriction Fragment Length Polymorphism Analysis of Soybean Fatty Acid Content
Seed palmitic 10-1	Luheidou2	Nanhuizao	Seed palmitic acid content	Euphytica	NULL	NULL	NULL	Analysis of additive and epistatic quantitative trait loci underlying fatty acid concentrations in soybean seeds across multiple environments
Seed palmitic 10-2	Luheidou2	Nanhuizao	Seed palmitic acid content	Euphytica	NULL	NULL	NULL	Analysis of additive and epistatic quantitative trait loci underlying fatty acid concentrations in soybean seeds across multiple environments
Seed palmitic 2-1	Cook	N87-2122-4.	Seed palmitic acid content	Crop Science	2002	42	373-378	Molecular Mapping Genes Conditioning Reduced Palmitic Acid Content in N87-2122-4 Soybean
